school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1_port,G2_port,G3_port,GT_port,G1_scale_port,G2_scale_port,G3_scale_port,GT_scale_port,G1_scale_port,G2_scale_port,G3_scale_port,GT_scale_port,G1_port_rank,G2_port_rank,G3_port_rank,GT_port_rank,G1_port_rank_bin,G2_port_rank_bin,G3_port_rank_bin,GT_port_rank_bin
MS,F,19,U,GT3,T,1,1,other,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,1,1,12,7,8,9,24,-1.603658785081943,-1.2262541518664605,-0.9002043093068048,-1.3010409680892514,-1.603658785081943,-1.2262541518664605,-0.9002043093068048,-1.3010409680892514,600,577,550,592,8,7,7,8
MS,F,16,R,GT3,A,2,2,health,other,course,mother,1,2,0,no,no,no,no,no,yes,no,yes,3,3,2,1,1,3,2,8,10,10,28,-1.2391142836745241,-0.5392977905705323,-0.5904309282144844,-0.82623724395406,-1.2391142836745241,-0.5392977905705323,-0.5904309282144844,-0.82623724395406,558,422,453,519,7,6,6,7
MS,F,17,U,GT3,T,0,1,other,at_home,course,father,2,1,0,no,no,no,yes,no,yes,no,no,2,4,4,3,5,5,5,9,9,10,28,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,-0.8188894464062815,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,-0.8188894464062815,493,505,453,519,6,7,6,7
MS,F,16,R,LE3,T,1,2,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,3,0,8,9,9,26,-1.2391142836745241,-0.8827759712184965,-0.9002043093068048,-1.0540871983075446,-1.2391142836745241,-0.8827759712184965,-0.9002043093068048,-1.0540871983075446,558,505,550,560,7,7,7,7
MS,F,16,U,GT3,T,3,3,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,yes,yes,4,5,4,1,1,4,0,14,13,13,40,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,0.9481527247699899,0.4911367513733601,0.3388892150624769,0.6202173210948507,82,153,195,160,3,4,4,4
MS,F,16,R,LE3,T,1,1,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2,14,14,14,42,0.9481527247699899,0.8346149320213242,0.6486625961547973,0.8480672754483353,0.9481527247699899,0.8346149320213242,0.6486625961547973,0.8480672754483353,82,99,132,123,3,3,3,3
MS,M,17,U,GT3,T,3,3,services,at_home,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0,10,11,10,31,-0.510025280859686,-0.1958196099225682,-0.5904309282144844,-0.4521326905076099,-0.510025280859686,-0.1958196099225682,-0.5904309282144844,-0.4521326905076099,398,319,453,422,6,5,6,6
MS,F,16,U,GT3,T,2,1,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,14,13,14,41,0.9481527247699899,0.4911367513733601,0.6486625961547973,0.728264289331371,0.9481527247699899,0.4911367513733601,0.6486625961547973,0.728264289331371,82,153,132,138,3,4,3,3
MS,F,16,U,GT3,T,2,2,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0,17,16,16,49,2.041786228992247,1.5215712933172525,1.2682093583394383,1.685219535149533,2.041786228992247,1.5215712933172525,1.2682093583394383,1.685219535149533,9,36,47,29,1,2,2,2
MS,M,17,U,GT3,T,1,2,other,other,course,father,1,1,1,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,12,6,7,7,20,-1.968203286489362,-1.5697323325144248,-1.5197510714914457,-1.7640886743439994,-1.968203286489362,-1.5697323325144248,-1.5197510714914457,-1.7640886743439994,633,617,620,628,9,8,8,9
MS,M,16,U,LE3,T,4,3,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,8,14,12,13,39,0.9481527247699899,0.14765857072539595,0.3388892150624769,0.5004143349778863,0.9481527247699899,0.14765857072539595,0.3388892150624769,0.5004143349778863,82,233,195,181,3,4,4,4
MS,M,17,R,LE3,T,2,2,services,services,other,mother,3,4,1,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,2,10,8,9,27,-0.510025280859686,-1.2262541518664605,-0.9002043093068048,-0.9195886170950235,-0.510025280859686,-1.2262541518664605,-0.9002043093068048,-0.9195886170950235,398,577,550,540,6,7,7,7
MS,F,16,U,GT3,T,1,1,other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0,14,14,14,42,0.9481527247699899,0.8346149320213242,0.6486625961547973,0.8480672754483353,0.9481527247699899,0.8346149320213242,0.6486625961547973,0.8480672754483353,82,99,132,123,3,3,3,3
MS,F,19,U,LE3,T,2,2,other,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,1,1,0,12,13,13,38,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,225,153,195,214,4,4,4,4
MS,F,17,R,GT3,T,1,1,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,11,11,11,33,-0.14548077945226706,-0.1958196099225682,-0.28065754712216395,-0.21693493860634686,-0.14548077945226706,-0.1958196099225682,-0.28065754712216395,-0.21693493860634686,307,319,349,354,5,5,5,5
MS,F,20,U,GT3,T,3,3,at_home,services,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8,11,9,10,30,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,-0.564587879076796,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,-0.564587879076796,307,505,453,451,5,7,6,6
MS,F,17,U,LE3,T,1,1,other,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,3,0,11,11,10,32,-0.14548077945226706,-0.1958196099225682,-0.5904309282144844,-0.3249819068428672,-0.14548077945226706,-0.1958196099225682,-0.5904309282144844,-0.3249819068428672,307,319,453,385,5,5,6,5
MS,M,17,R,GT3,T,2,2,other,other,course,mother,3,1,1,no,yes,no,no,no,yes,yes,no,4,4,5,1,2,5,0,10,9,9,28,-0.510025280859686,-0.8827759712184965,-0.9002043093068048,-0.7997856309780591,-0.510025280859686,-0.8827759712184965,-0.9002043093068048,-0.7997856309780591,398,505,550,519,6,7,7,7
MS,F,16,R,LE3,T,1,1,at_home,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0,16,17,18,51,1.677241727584828,1.8650494739652166,1.887756120524079,1.8939656740747954,1.677241727584828,1.8650494739652166,1.887756120524079,1.8939656740747954,25,16,3,20,1,1,1,1
MS,F,17,R,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,15,17,17,49,1.3126972261774088,1.8650494739652166,1.5779827394317587,1.6587679221735323,1.3126972261774088,1.8650494739652166,1.5779827394317587,1.6587679221735323,47,16,18,29,2,1,1,2
MS,F,17,U,GT3,A,1,0,other,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,1,11,9,10,30,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,-0.564587879076796,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,-0.564587879076796,307,505,453,451,5,7,6,6
MS,F,18,R,GT3,T,1,1,at_home,other,other,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,9,7,7,7,21,-1.603658785081943,-1.5697323325144248,-1.5197510714914457,-1.6369378906792567,-1.603658785081943,-1.5697323325144248,-1.5197510714914457,-1.6369378906792567,600,617,620,620,8,8,8,8
MS,F,16,U,GT3,T,3,1,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0,8,6,8,22,-1.2391142836745241,-1.9132105131623889,-1.2099776903991253,-1.5215431248949576,-1.2391142836745241,-1.9132105131623889,-1.2099776903991253,-1.5215431248949576,558,633,585,609,7,9,8,8
MS,F,16,U,GT3,T,3,2,services,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,3,2,7,6,7,20,-1.603658785081943,-1.9132105131623889,-1.5197510714914457,-1.756740876796221,-1.603658785081943,-1.9132105131623889,-1.5197510714914457,-1.756740876796221,600,633,620,628,8,9,8,9
MS,F,18,U,LE3,T,1,1,other,at_home,reputation,mother,2,2,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,8,9,8,10,27,-0.874569782267105,-1.2262541518664605,-0.5904309282144844,-0.9386924325232456,-0.874569782267105,-1.2262541518664605,-0.5904309282144844,-0.9386924325232456,493,577,453,540,6,7,6,7
MS,F,16,R,GT3,T,4,4,health,teacher,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0,14,16,16,46,0.9481527247699899,1.5215712933172525,1.2682093583394383,1.3037671841553047,0.9481527247699899,1.5215712933172525,1.2682093583394383,1.3037671841553047,82,36,47,60,3,2,2,2
MS,F,16,R,LE3,T,1,2,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0,14,14,15,43,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,0.9481527247699899,0.8346149320213242,0.9584359772471177,0.9561142436848555,82,99,83,108,3,3,3,3
MS,F,18,U,GT3,A,2,4,other,services,reputation,father,1,2,1,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,1,8,8,5,8,21,-1.2391142836745241,-2.256688693810353,-1.2099776903991253,-1.6413461110119223,-1.2391142836745241,-2.256688693810353,-1.2099776903991253,-1.6413461110119223,558,640,585,620,7,9,8,8
MS,M,16,R,GT3,T,2,1,other,services,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,2,1,1,1,2,0,8,7,0,15,-1.2391142836745241,-1.5697323325144248,-3.688164739137689,-2.2661158846701563,-1.2391142836745241,-1.5697323325144248,-3.688164739137689,-2.2661158846701563,558,617,635,637,7,8,9,9
MS,F,16,U,LE3,T,1,1,at_home,other,other,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,5,6,6,8,8,22,-1.968203286489362,-1.2262541518664605,-1.2099776903991253,-1.5362387199905143,-1.968203286489362,-1.2262541518664605,-1.2099776903991253,-1.5362387199905143,633,577,585,609,9,7,8,8
MS,F,16,R,GT3,T,2,3,at_home,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0,8,10,10,28,-1.2391142836745241,-0.5392977905705323,-0.5904309282144844,-0.82623724395406,-1.2391142836745241,-0.5392977905705323,-0.5904309282144844,-0.82623724395406,558,422,453,519,7,6,6,7
MS,F,16,U,GT3,T,4,4,health,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,3,4,8,8,8,24,-1.2391142836745241,-1.2262541518664605,-1.2099776903991253,-1.281937152661029,-1.2391142836745241,-1.2262541518664605,-1.2099776903991253,-1.281937152661029,558,577,585,592,7,7,8,8
MS,M,18,U,LE3,T,4,4,at_home,health,home,mother,1,4,0,no,yes,no,yes,yes,no,yes,yes,5,5,5,5,5,5,2,5,6,6,17,-2.332747787896781,-1.9132105131623889,-1.8295244525837662,-2.119089412362227,-2.332747787896781,-1.9132105131623889,-1.8295244525837662,-2.119089412362227,642,633,630,634,9,9,9,9
MS,F,16,R,LE3,T,3,4,at_home,other,other,mother,3,2,0,no,yes,no,no,no,yes,no,no,4,2,1,1,1,2,2,7,9,8,24,-1.603658785081943,-0.8827759712184965,-1.2099776903991253,-1.2892849502088077,-1.603658785081943,-0.8827759712184965,-1.2099776903991253,-1.2892849502088077,600,505,585,592,8,7,8,8
MS,M,17,U,LE3,T,4,4,other,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,0,15,14,16,45,1.3126972261774088,0.8346149320213242,1.2682093583394383,1.1913119955861187,1.3126972261774088,0.8346149320213242,1.2682093583394383,1.1913119955861187,47,99,47,73,2,3,2,3
MS,F,17,R,GT3,T,4,1,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,1,13,14,14,41,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,153,99,132,138,4,3,3,3
MS,M,16,U,LE3,T,2,2,services,services,other,mother,4,3,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,3,0,10,9,10,29,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,398,505,453,493,6,7,6,6
MS,F,17,R,GT3,T,2,2,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,5,9,9,9,27,-0.874569782267105,-0.8827759712184965,-0.9002043093068048,-0.9269364146428019,-0.874569782267105,-0.8827759712184965,-0.9002043093068048,-0.9269364146428019,493,505,550,540,6,7,7,7
MS,F,16,U,LE3,T,4,4,services,services,other,father,2,1,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,2,5,1,11,11,11,33,-0.14548077945226706,-0.1958196099225682,-0.28065754712216395,-0.21693493860634686,-0.14548077945226706,-0.1958196099225682,-0.28065754712216395,-0.21693493860634686,307,319,349,354,5,5,5,5
MS,M,17,U,GT3,T,3,3,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,8,7,10,9,26,-1.603658785081943,-0.5392977905705323,-0.9002043093068048,-1.0614349958553229,-1.603658785081943,-0.5392977905705323,-0.9002043093068048,-1.0614349958553229,600,422,550,560,8,6,7,7
MS,M,17,U,GT3,T,1,1,at_home,services,other,mother,3,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0,10,10,10,30,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,-0.5719356766245743,-0.510025280859686,-0.5392977905705323,-0.5904309282144844,-0.5719356766245743,398,422,453,451,6,6,6,6
MS,M,16,U,GT3,T,2,1,health,services,other,mother,2,2,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,2,9,7,8,24,-0.874569782267105,-1.5697323325144248,-1.2099776903991253,-1.2745893551132508,-0.874569782267105,-1.5697323325144248,-1.2099776903991253,-1.2745893551132508,493,617,585,592,6,8,8,8
MS,F,16,U,LE3,T,2,1,other,services,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,3,0,14,15,16,45,0.9481527247699899,1.1780931126692884,1.2682093583394383,1.1839641980383404,0.9481527247699899,1.1780931126692884,1.2682093583394383,1.1839641980383404,82,61,47,73,3,2,2,3
MS,M,16,U,LE3,T,4,4,teacher,health,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,5,0,11,12,12,35,-0.14548077945226706,0.14765857072539595,0.029115833970156463,0.010915015747137803,-0.14548077945226706,0.14765857072539595,0.029115833970156463,0.010915015747137803,307,233,277,306,5,4,5,5
MS,M,15,R,GT3,T,1,2,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11,9,11,10,30,-0.874569782267105,-0.1958196099225682,-0.5904309282144844,-0.5792834741723527,-0.874569782267105,-0.1958196099225682,-0.5904309282144844,-0.5792834741723527,493,319,453,451,6,5,6,6
MS,M,15,U,LE3,A,2,2,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,13,14,14,41,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,0.5836082233625709,0.8346149320213242,0.6486625961547973,0.7209164917835925,153,99,132,138,4,3,3,3
MS,M,15,U,LE3,A,2,1,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,11,12,13,12,37,0.21906372195515192,0.4911367513733601,0.029115833970156463,0.2578687855288449,0.21906372195515192,0.4911367513733601,0.029115833970156463,0.2578687855288449,225,153,277,239,4,4,5,4
MS,F,16,R,LE3,T,2,2,other,other,course,mother,1,3,0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,2,11,11,11,33,-0.14548077945226706,-0.1958196099225682,-0.28065754712216395,-0.21693493860634686,-0.14548077945226706,-0.1958196099225682,-0.28065754712216395,-0.21693493860634686,307,319,349,354,5,5,5,5
MS,F,16,U,LE3,T,4,1,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,8,9,10,10,29,-0.874569782267105,-0.5392977905705323,-0.5904309282144844,-0.6990864602893172,-0.874569782267105,-0.5392977905705323,-0.5904309282144844,-0.6990864602893172,493,422,453,493,6,6,6,6
MS,F,17,U,GT3,T,3,2,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,1,5,9,11,11,31,-0.874569782267105,-0.1958196099225682,-0.28065754712216395,-0.47123650593583233,-0.874569782267105,-0.1958196099225682,-0.28065754712216395,-0.47123650593583233,493,319,349,422,6,5,5,6
MS,F,17,R,GT3,T,2,2,other,other,other,mother,2,2,0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0,11,9,11,31,-0.14548077945226706,-0.8827759712184965,-0.28065754712216395,-0.4565409108402756,-0.14548077945226706,-0.8827759712184965,-0.28065754712216395,-0.4565409108402756,307,505,349,422,5,7,5,6
MS,F,16,U,GT3,T,4,4,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1,10,11,12,33,-0.510025280859686,-0.1958196099225682,0.029115833970156463,-0.23603875403456925,-0.510025280859686,-0.1958196099225682,0.029115833970156463,-0.23603875403456925,398,319,277,354,6,5,5,5
MS,M,17,R,GT3,T,4,4,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,2,9,9,8,26,-0.874569782267105,-0.8827759712184965,-1.2099776903991253,-1.034983382879322,-0.874569782267105,-0.8827759712184965,-1.2099776903991253,-1.034983382879322,493,505,585,560,6,7,8,7
MS,M,17,R,LE3,T,1,3,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2,12,11,12,35,0.21906372195515192,-0.1958196099225682,0.029115833970156463,0.018262813294916167,0.21906372195515192,-0.1958196099225682,0.029115833970156463,0.018262813294916167,225,319,277,306,4,5,5,5
MS,M,17,U,GT3,T,3,4,services,other,other,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8,8,9,8,25,-1.2391142836745241,-0.8827759712184965,-1.2099776903991253,-1.1621341665440648,-1.2391142836745241,-0.8827759712184965,-1.2099776903991253,-1.1621341665440648,558,505,585,580,7,7,8,8
MS,F,17,U,GT3,T,4,4,health,health,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0,13,15,16,44,0.5836082233625709,1.1780931126692884,1.2682093583394383,1.0568134143735977,0.5836082233625709,1.1780931126692884,1.2682093583394383,1.0568134143735977,153,61,47,87,4,2,2,3
MS,M,16,R,LE3,T,4,1,other,at_home,other,father,1,1,0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0,10,11,11,32,-0.510025280859686,-0.1958196099225682,-0.28065754712216395,-0.3440857222710896,-0.510025280859686,-0.1958196099225682,-0.28065754712216395,-0.3440857222710896,398,319,349,385,6,5,5,5
MS,F,17,U,GT3,A,1,1,at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,2,11,10,11,32,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,-0.3367379247233112,-0.14548077945226706,-0.5392977905705323,-0.28065754712216395,-0.3367379247233112,307,422,349,385,5,6,5,5
MS,F,17,R,GT3,T,4,2,other,other,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,no,4,3,3,2,3,5,0,17,18,18,53,2.041786228992247,2.2085276546131807,1.887756120524079,2.1409194438565025,2.041786228992247,2.2085276546131807,1.887756120524079,2.1409194438565025,9,2,3,8,1,1,1,1
MS,M,16,U,LE3,A,2,2,other,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,yes,4,1,2,2,2,5,0,12,13,13,38,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,0.21906372195515192,0.4911367513733601,0.3388892150624769,0.36591575376536517,225,153,195,214,4,4,4,4
MS,M,17,U,GT3,T,3,2,other,other,other,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0,13,14,13,40,0.5836082233625709,0.8346149320213242,0.3388892150624769,0.6128695235470724,0.5836082233625709,0.8346149320213242,0.3388892150624769,0.6128695235470724,153,99,195,160,4,3,4,4
MS,M,19,U,GT3,T,1,1,other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,2,9,9,10,28,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,-0.8188894464062815,-0.874569782267105,-0.8827759712184965,-0.5904309282144844,-0.8188894464062815,493,505,453,519,6,7,6,7
MS,M,17,U,LE3,A,1,0,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,4,1,2,1,1,5,4,11,11,12,34,-0.14548077945226706,-0.1958196099225682,0.029115833970156463,-0.10888797036982656,-0.14548077945226706,-0.1958196099225682,0.029115833970156463,-0.10888797036982656,307,319,277,329,5,5,5,5
MS,F,17,R,GT3,T,1,1,at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,3,10,11,10,31,-0.510025280859686,-0.1958196099225682,-0.5904309282144844,-0.4521326905076099,-0.510025280859686,-0.1958196099225682,-0.5904309282144844,-0.4521326905076099,398,319,453,422,6,5,6,6
MS,F,16,R,GT3,T,1,2,other,other,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,5,13,14,13,40,0.5836082233625709,0.8346149320213242,0.3388892150624769,0.6128695235470724,0.5836082233625709,0.8346149320213242,0.3388892150624769,0.6128695235470724,153,99,195,160,4,3,4,4
MS,M,16,R,LE3,T,1,2,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,4,9,10,11,30,-0.874569782267105,-0.5392977905705323,-0.28065754712216395,-0.5910394920527967,-0.874569782267105,-0.5392977905705323,-0.28065754712216395,-0.5910394920527967,493,422,349,451,6,6,5,6
MS,F,17,R,GT3,T,3,1,other,other,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,2,7,9,10,26,-1.603658785081943,-0.8827759712184965,-0.5904309282144844,-1.073191013735767,-1.603658785081943,-0.8827759712184965,-0.5904309282144844,-1.073191013735767,600,505,453,560,8,7,6,7
MS,M,17,R,GT3,T,2,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0,8,13,10,31,-1.2391142836745241,0.4911367513733601,-0.5904309282144844,-0.46682828560316675,-1.2391142836745241,0.4911367513733601,-0.5904309282144844,-0.46682828560316675,558,153,453,422,7,4,6,6
MS,M,18,R,GT3,T,1,0,at_home,at_home,course,other,3,1,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0,12,12,13,37,0.21906372195515192,0.14765857072539595,0.3388892150624769,0.24611276764840084,0.21906372195515192,0.14765857072539595,0.3388892150624769,0.24611276764840084,225,233,195,239,4,4,4,4
MS,M,17,R,GT3,T,1,1,other,services,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,2,0,10,9,10,29,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,398,505,453,493,6,7,6,6
MS,M,18,U,LE3,T,1,1,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,6,10,9,10,29,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,-0.510025280859686,-0.8827759712184965,-0.5904309282144844,-0.6917386627415386,398,505,453,493,6,7,6,6
MS,F,16,R,LE3,T,2,2,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0,11,13,12,36,-0.14548077945226706,0.4911367513733601,0.029115833970156463,0.13071800186410215,-0.14548077945226706,0.4911367513733601,0.029115833970156463,0.13071800186410215,307,153,277,277,5,4,5,5
MS,M,17,U,GT3,T,2,2,other,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,1,2,1,2,3,5,0,7,0,0,7,-1.603658785081943,-3.9740795970501734,-3.688164739137689,-3.231887571153649,-1.603658785081943,-3.9740795970501734,-3.688164739137689,-3.231887571153649,600,643,635,645,8,9,9,9
MS,M,16,R,GT3,T,3,2,services,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,3,5,2,11,9,10,30,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,-0.564587879076796,-0.14548077945226706,-0.8827759712184965,-0.5904309282144844,-0.564587879076796,307,505,453,451,5,7,6,6
MS,M,16,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0,10,10,9,29,-0.510025280859686,-0.5392977905705323,-0.9002043093068048,-0.6799826448610946,-0.510025280859686,-0.5392977905705323,-0.9002043093068048,-0.6799826448610946,398,422,550,493,6,6,7,6
MS,M,18,R,GT3,T,1,1,services,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,2,9,7,9,25,-0.874569782267105,-1.5697323325144248,-0.9002043093068048,-1.1665423868767304,-0.874569782267105,-1.5697323325144248,-0.9002043093068048,-1.1665423868767304,493,617,550,580,6,8,7,8
MS,M,18,R,GT3,T,3,2,services,other,course,mother,1,1,1,no,no,no,no,yes,no,yes,no,2,3,1,2,2,5,0,4,0,0,4,-2.6972922893042,-3.9740795970501734,-3.688164739137689,-3.6133399221478775,-2.6972922893042,-3.9740795970501734,-3.688164739137689,-3.6133399221478775,647,643,635,649,9,9,9,9
MS,M,19,U,GT3,T,3,2,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,4,6,11,9,26,-1.968203286489362,-0.1958196099225682,-0.9002043093068048,-1.0687827934031013,-1.968203286489362,-0.1958196099225682,-0.9002043093068048,-1.0687827934031013,633,319,550,560,9,5,7,7
MS,M,18,U,GT3,T,3,3,at_home,at_home,course,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,5,1,3,3,9,4,8,8,20,-2.6972922893042,-1.2262541518664605,-1.2099776903991253,-1.7905402873199998,-2.6972922893042,-1.2262541518664605,-1.2099776903991253,-1.7905402873199998,647,577,585,628,9,7,8,9
MS,M,16,R,GT3,T,2,2,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,6,7,8,8,23,-1.603658785081943,-1.2262541518664605,-1.2099776903991253,-1.4090879363257716,-1.603658785081943,-1.2262541518664605,-1.2099776903991253,-1.4090879363257716,600,577,585,601,8,7,8,8
MS,M,19,U,GT3,T,2,1,at_home,other,course,other,2,1,3,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,4,8,9,9,26,-1.2391142836745241,-0.8827759712184965,-0.9002043093068048,-1.0540871983075446,-1.2391142836745241,-0.8827759712184965,-0.9002043093068048,-1.0540871983075446,558,505,550,560,7,7,7,7
